property_id,transit_id,neighborhood_id,security_id,utility_id,feature_id,construction_id,address,zipcode,state,city,year_built,square_feet,property_type,bedroom_number,bathroom_number,description
384,231,923,384,384,79,79,42719 Courtney Gardens,13112,CT,Albany,2020,2119,Apartment,3,2,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
385,237,539,385,385,24,24,18526 Day Meadows Apt. 855,6181,CT,Waterbury,1972,3110,Condo,2,1,"This luxurious 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
386,435,746,386,386,387,387,19685 Morgan Wall Apt. 909,6350,CT,Bridgeport,1901,1917,Townhouse,4,2,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
387,978,581,387,387,457,457,37636 Beck Drive,7493,NJ,Paterson,2012,2702,Apartment,3,2,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
388,212,828,388,388,409,409,0849 Burgess Land,7966,NY,Paterson,1993,830,Condo,5,1,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
389,126,926,389,389,620,620,886 John Station,8214,NJ,Paterson,1955,3015,Apartment,3,2,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
390,730,689,390,390,921,921,02959 Li Mill Apt. 623,7132,NY,Elizabeth,1954,2431,Apartment,1,3,"This luxurious 1-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
391,639,349,391,391,564,564,060 Hicks Pine,13680,CT,Rochester,1977,1588,Townhouse,4,2,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
392,966,318,392,392,135,135,87308 Grant Motorway Apt. 073,6313,CT,Stamford,1957,3345,Apartment,4,3,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
393,508,701,393,393,884,884,19912 Ricardo Well,6123,CT,New Haven,1998,1597,Townhouse,4,1,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
394,751,912,394,394,761,761,1087 Jose Loaf Apt. 621,6139,CT,New Haven,2003,2044,Apartment,2,1,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
395,854,879,395,395,425,425,42577 Preston Pass Apt. 102,14901,NJ,Rochester,1981,1365,Single Family Home,4,3,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
396,547,506,396,396,410,410,54648 Jackson Oval Apt. 381,10540,NY,Rochester,1976,2097,Townhouse,2,2,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
397,482,92,397,397,656,656,36889 Johnson Corner,14230,NJ,Rochester,1995,832,Condo,4,3,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
398,807,425,398,398,831,831,58932 Marshall Drives Suite 096,7254,NY,Jersey City,1999,2449,Condo,2,2,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
399,755,161,399,399,455,455,816 Morales Harbor Apt. 372,8016,CT,Trenton,2004,3183,Apartment,4,2,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
400,896,686,400,400,608,608,7600 Winters Court Apt. 654,10659,NY,New York,1935,1326,Apartment,2,3,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
401,476,114,401,401,112,112,350 James Cliff Apt. 247,6176,CT,Bridgeport,1955,2433,Condo,4,2,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
402,362,399,402,402,20,20,1388 Weeks Coves,8446,CT,Newark,1958,2235,Apartment,3,2,"This charming 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
403,998,837,403,403,493,493,3610 Greer Hills Suite 272,6029,NY,Hartford,1965,3394,Apartment,2,2,"This luxurious 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
404,818,346,404,404,365,365,51727 Munoz Squares,6186,NY,Bridgeport,2011,1529,Single Family Home,2,2,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
405,509,481,405,405,1000,1000,20728 Anderson Cape,8624,CT,Newark,2003,2584,Condo,3,3,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
406,901,269,406,406,418,418,199 Roger Terrace,6232,CT,Bridgeport,1973,1383,Apartment,3,1,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
